tweet,label
649 new cases of #COVID19; Lagos-250 Oyo-100 Plateau-40 Delta-40 Abia-28 Kaduna-27 Ogun-22 Edo-20 Akwa Ibom-18 Kwara-17 FCT-17 Enugu-14 Niger-13 Adamawa-13 Bayelsa-7 Osun-6 Bauchi-6 Anambra-4 Gombe-3 Sokoto-2 Imo-1 Kano-1 22020 cases 7613 discharged 542 deaths https://t.co/2AMqZM4ih7,real
The latest CDC #COVIDView report indicates that while #COVID19-like illnesses are starting to decline in the Southeast South Central and South West/Coast regions they are still at higher levels compared to March/April. https://t.co/dspMbJ4gJ4,real
COVID-19: Man Insisting That He Will 'Die Looking Good' https://t.co/SpbJi7csj7 #death #coronavirus #covid19,fake
One thing we do know is that private testing is going to scale up to 10s of thousands of tests a day quite possibly dwarfing other sources soon.,real
Contact tracing helps protect you your family and your community from #COVID19. Find out more: https://t.co/9ZN2zYTaud.,real
???New autopsy reports suggest Jeffrey Epstein most likely died from COVID-19 complications.??�,fake
As at 10:40 pm 18th April the correct breakdown of cases by state is as follows: Lagos- 306 FCT- 81 Kano- 37 Osun- 20 Oyo- 16 Edo- 15 Ogun- 12 Kwara- 9 Katsina- 9 Bauchi- 6 Kaduna- 6 Akwa Ibom- 6 Delta- 4 Ekiti- 3 Ondo- 3 Enugu- 2 Rivers-2 Niger- 2 Benue- 1 Anambra- 1,real
The governor of Rio de Janeiro is paying a special COVID-19 monthly allowance of BRL 836.00 to all inmates in the state. Meanwhile the emergency COVID-19 for poor people who are not convicted criminals is only BRL 600.,fake
President Trump did sign a 5G bill but exposure effects are misleading.,fake
Social media posts shared tens of thousands of times claim White House adviser Dr. Anthony Fauci stands alone in insisting hydroxychloroquine’s effectiveness against COVID-19 is unproven while Italy France Spain and Brazil say it “works.”,fake
Pharmacological and cardiovascular perspectives on the treatment of COVID-19 with chloroquine derivatives. https://t.co/3Ei1hY2SpA,fake
Londoners should expect to see more police officers on the streets of the capital helping to enforce the new #coronavirus restrictions the Met Police has said. Follow live updates 👇 https://t.co/YmyL1de2xU,real
RT @HHSGov: Continue social distancing wearing a #FaceMask and washing your hands frequently to help protect yourself and others around y…,real
Fact-checking Joe Biden on military coronavirus deaths: He offered a vastly larger number mistaking Michigan’s numbers for the military toll. https://t.co/9yVuLkpzvb https://t.co/ugfQgWe9sx,fake
#IndiaFightsCorona: This pie chart shows the overall percentage of #COVID cases in three different categories. 75.92% of the total cases are Recovered/ Discharged 22.24% of the total cases are Active 1.84% of the total cases are deaths: Secretary @MoHFW_INDIA @ICMRDELHI https://t.co/LEkdzIlnNk,real
"Pet cats wondering when the fuck you’re going back to work

https://t.co/FdaHtLE1Tc #workfromhomelife #cats #COVID19 https://t.co/KAumgbKowT",fake
Israeli doctors say it is dangerous to wear masks outside.,fake
"Nancy Pelosi said ""Congress shall not vote remotely because it is not secure!"" while also saying that “Americans should all vote for president by mail!”",fake
NEW PUBLICATION @ScienceMagazine evolution &amp; epidemic spread of SARS-CoV-2 in Brazil ➡️76% of virus strains from Europe ➡️Interventions reduced R number to 1–1.6 ➡️R insufficient to control transmission 🔰https://t.co/zpH7hdRBoq @UniofOxford @usponline @imperialcollege https://t.co/RWFUcYMIBx,real
"""Killing Virus Bacteria UV sterilization +Ozone Intelligent Lamp
👉 https://t.co/mKozTIhdKc

#covid19 #Virus #KillingVirus
#Bacteria #UVC #UVA
#uvdisinfection #uvlight
#UVlamp #UVsolution #UVLED https://t.co/Uzvo7Z9Kxc""",fake
We are now in the process of establishing a consensus on the international allocation of these products. But the ACT Accelerator will not be able to deliver on its goals without a significant increase in funding-@DrTedros #COVID19,real
The latest CDC #COVIDView report shows the % of visits to doctor’s offices and ERs for illnesses with symptoms compatible with #COVID19 continued to decline or remain stable at low levels likely in part a result of widespread efforts to slow the spread: https://t.co/zP4VYlo0Pb https://t.co/KfA5vFwM7o,real
“As at today a total of 323 confirmed cases of #COVID19 has been recorded and unfortunately 10 deaths. We continue to intensify our contact tracing efforts. 92% of the contacts of confirmed cases have been identified” @MBuhari on #COVID19Nigeria https://t.co/PgDbBTs0oU,real
China deceived the world with the coronavirus pandemic and now is being punished by the God,fake
RT @factchecknet: The #coronavirus pandemic has put an emphasis on the importance of #science and #health fact-checking. The @ReportersLab'…,fake
#IndiaFightsCorona As India rides the wave of an upsurge in testing many States/UTs have exceeded 140 tests/day/million population as advised by @WHO. And several have demonstrated better performance with Positivity Rate lower than the national average. https://t.co/WbQWNtjfjV,real
@tanuj7sagar As per GoI it is recommended to use 1% sodium hypochlorite or phenolic disinfectants for disinfection Kindly refer to the link for preparing fresh 1% sodium hypochlorite solution at Annexure I https://t.co/YTIG98FTAF,real
RT @GHS: Only 4 US states - NY NJ CT and MA - are on track to contain #COVID19. @CovidActNow #WearAMask https://t.co/qEHLPnt7ew,real
#IndiaFightsCorona: 1136 deaths have been logged in the past 24 hours. Of the new deaths nearly 53% are concentrated in three States of Maharashtra Karnataka and Uttar Pradesh. These are followed by Tamil Nadu Punjab and Andhra Pradesh. Details : https://t.co/mMMhqTmqBG https://t.co/qDLKKnP04B,real
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 041461636 samples tested upto August 29 2020 1055027 samples tested on August 29 2020 #StaySafe #IndiaWillWin https://t.co/m1HextFOJc,real
Turkish doctor allegedly found coronavirus vaccine.,fake
Irish Drugs Cartel Announce Heroin Stimulus Package Amid Covid-19 Crisis https://t.co/qMYXvgHDbx,fake
#Vermont has an infection rate at a low 0.79 meaning each person in Vermont with COVID is infecting 0.79 other people. Because each person is infecting less than one other person the total number of current cases in Vermont is shrinking. https://t.co/p1EpAn5S0d,real
This makes it difficult to compare hospitalization rates across states. Which is yet another reason that summary statistics of hospitalization data is something that should not be attempted without extreme care and understanding of the caveats. See: https://t.co/QkwWj8U7rK,real
Opinion: Do you know what is more infectious than COVID-19? COURAGE https://t.co/uAaYS6Uhsg,fake
"In Nagpur's Medical Hospital, the kidney of the patient was removed and the excuse was made that the patient had corona. Postmortem of an alive person was done. # Careful_india # COVID19 # COVID19India.",fake
"The COVID-19 pandemic ""was set up in a meeting"" in 2019 sponsored by the Bill & Melinda Gates Foundation.",fake
A mixture of camel milk and urine will cure COVID-19.,fake
Final shoutout to Kansas (@KDHE) and Illinois (@IDPH). Thus far they are the only two states breaking out testing by race and ethnicity.,real
RT @MoHFW_INDIA: #IndiaFightsCorona India’s maintains its high #COVID19 Recovery Rate: total Recoveries cross 27 lakh. Recovered Patients…,real
The South as a whole looks likely to cross over the 10% positive rate on the 200k+ tests reported per day in the region. https://t.co/BPPI2niHDn,real
A spike in COVID-19 cases in the U.S. seen in June 2020 is due to increased testing.,fake
As at 10:30 pm 3rd April there are 209 confirmed cases 25 discharged 4 deaths For a breakdown of cases by states- https://t.co/zQrpNeOfet Lagos- 109 FCT- 41 Osun- 20 Oyo- 9 Akwa Ibom- 5 Ogun- 4 Edo- 7 Kaduna- 4 Bauchi- 3 Enugu- 2 Ekiti- 2 Rivers-1 Benue- 1 Ondo- 1,real
A photo of a man and woman embracing has been shared on Facebook and Twitter alongside a claim that it shows two Italian doctors who died from COVID-19 after contracting the disease from the patients they treated.,fake
Coronavirus: Australia set for lowest daily infections in months - as it says Europe serves as a warning https://t.co/6KVNbHFxPo,real
A video claims to show Chinese Muslims performing a communal Friday prayer in a mosque despite the novel coronavirus pandemic.,fake
Dad would rather get coronavirus than fist-bump.,fake
"#Important_Information


All honorable members of the group are informed that right now any post
related to Corona Virus has been declared as punishable offense by the 
Central Government, only a government agency can post on Corona. In 
case of wrong post or message, action will be taken against the members 
of the entire group including the group administrator by registering a 
lawsuit under the IT Act, so keep in mind be safe!

*Ravi Nayak*
*Principal Secretary*
*Ministry of Home Affairs, Government of India*",fake
They have been in self-isolation since that case was notified.⁣ ⁣ The second is a person who has travelled back from overseas so is an imported case. ⁣ ⁣ Today’s cases bring New Zealand’s combined total of confirmed and probable COVID-19 cases to 1494.⁣,real
"Speech from Spanish King Felipe VI about coronavirus was plagiarized from the book ""Palmeras en la Nieve"" or ""Las Palmeras.""",fake
"Iranian Islamic medicine 'specialist' claims camel urine cures coronavirus infections iran"". Arab News",fake
The Freely Filtered podcast hosts discuss the knowns and unknowns of COVID-19’s impact on the kidney. https://t.co/2yD6d7DD45 https://t.co/8qjsiD0Dfl,real
NEW: In his interview with @FoxNewsSunday's Chris Wallace President Trump said “We have one of the lowest mortality rates in the world” from COVID-19. We say: False. https://t.co/u0lS18IOyF https://t.co/gFLECE6cp5,fake
CDC Warning to Men with Trophy Wives https://t.co/pucYr3qDAX #coronavirus #dranthonyfauci #warning #trophywife,fake
"The logo of a COVID-19 testing facility depicts Anubis, the Egyptian God of Death.",fake
